Product_ID,Carbon_Footprint_Transportation,Energy_Consumption,Packaging_Materials_Weight
P48,91.69604046651381,447.78954060981516,4.719053424663428
P49,145.35266663966001,233.1857243275285,8.054095752671838
P50,104.72482684551264,482.8079042106693,5.342209813061926
P51,105.52714506753239,106.13348249139713,4.331916719912323
P52,81.42605461572316,474.8639052808991,5.994202206684957
P53,90.046673307367,484.8310224457836,3.2839988089842667
P54,190.4981881568741,146.92647977733378,3.75987778007135
P55,147.205307786989,499.82880280712465,4.099206737933683
P56,141.36965085004823,291.56835053694635,7.3494514717397665
P57,75.67079722971455,197.03727273829662,7.6220418754414965
P58,159.36901969255237,341.76061363151246,8.694990305412372
P59,74.51037406428927,181.80525719115747,6.933545642135828
P60,106.91831626364717,466.05058383742255,7.730327755718989
P61,198.42850259548928,320.8317170191258,5.019353896736973
P62,145.99996397811393,410.2055528255081,7.293802980655481
P63,133.54246156619695,252.26469774916902,2.4561560593732263
P64,152.6921376484812,313.4600509665052,2.9301232738427205
P65,176.42778802847144,243.7038222206303,4.605048157831506
P66,166.39998673193674,204.62465095414103,4.045940616784122
P67,84.35721079461565,305.1266160095094,5.955185931371362
P68,54.81503658560567,298.91091724039336,7.273516678520143
P69,97.31795720886228,139.44329262619203,7.361109401795828
P70,90.16113139635542,492.5273827386307,2.446642082198955
P71,81.64742653794897,287.79616880902336,9.681132262370657
P72,191.43645715025818,435.89247262547394,1.0476157012531477
P73,181.45514397090034,465.7321995589956,1.8197972581483364
P74,97.20168211977169,248.2819685725034,2.3079559225217836
P75,148.31579979423202,265.57206823144986,9.332756090180641
P76,109.34478515909964,325.0098909857417,4.9183969109748755
P77,187.18213846108154,188.50963932649012,1.5767241073237952
P78,118.82777788810982,158.36908524101943,2.995932201575608
P79,89.73202497470787,204.30964396390783,1.720357630262224
P80,86.99412615409751,473.9033001185414,1.3397980445657103
P81,134.20522012447262,331.6571704149602,4.458934093834198
P82,89.41124127844029,267.0312294220695,9.860032905681459
P83,137.6878985335311,160.9645640736573,6.525690316450425
P84,184.67343254037155,231.94611439114396,5.68904988898503
P85,109.91007577105958,251.93590989646165,7.404452485380831
P86,82.89811387359251,433.34508611479407,6.377253074326867
P87,199.63064097426653,299.72059294772896,9.51144272061047
P88,126.42894405146967,361.84318644840874,8.382058609853985
P89,63.636411826069086,373.9386449383625,6.7626218307712325
P90,57.06745631371018,202.9307030539531,4.950748436871122
P91,66.44736955259887,428.6367758769425,2.8153651852541315
P92,144.1169062554635,486.60330690013745,6.911958004361586
P93,168.81190465444462,356.67778175948285,8.235189182038454
P94,113.3239950199526,296.23823303231296,3.5740586053782586
P95,59.52915592279357,167.2934583806164,1.302484162566326
P96,107.24289297598051,417.9902057414536,6.395634216032406
P97,199.4182070360145,167.70628434407269,5.642322683975455
P98,129.36715176487056,388.1254123048375,3.0850387553625542
P99,195.66175664204272,295.32652850165294,2.5253460263179193
P100,179.1169553351747,466.7597558777467,1.324550198299139
P101,51.72215329142295,316.85474214054204,3.153309627586395
P102,158.1082729040292,356.7237852729466,1.0025854466916106
P103,152.25655535398622,123.49282063229205,2.4170028476535173
P104,130.54554956131926,113.52950286587622,9.971354294444858
P105,90.02377849288142,438.67895327308895,8.017055910787755
P106,146.14426978697122,478.0752444803593,4.178148970208753
P107,66.73282603938146,367.28621735726114,4.556288053460856
P108,115.21478760036575,405.7355374288077,6.2747214868872865
P109,118.05855594938096,264.9568889662371,5.659684308903654
P110,193.07238912816203,437.01788673013937,7.6323298613175545
P111,181.3779410567291,192.57335683097818,1.6175545474335307
P112,89.50835761266362,382.86782548138393,1.8114927183563545
P113,125.08791695754475,103.65658467626471,3.5604440833274147
P114,76.7977820795197,302.29316787722604,8.4678832220437
P115,186.8941759017231,249.28027707472475,9.235080765533386
P116,180.57778547551504,347.13409435072117,4.132857234234182
P117,94.76671871729494,366.7018918213359,9.6695889855894
P118,145.84242422990076,346.6077444337352,3.4885706382740995
P119,141.34553171572583,293.28166144873,6.45727067193027
P120,72.92589028244522,295.1417536012285,2.7507267377736495
P121,164.37662001127268,102.64494279686356,9.367424567309083
P122,130.90685451794386,320.65742436450273,6.174160495712332
P123,166.79397179458374,104.74038725115697,3.3499675510474516
P124,129.55305082927663,311.76705873666026,4.664211634964815
P125,50.085784419191526,209.8962948791328,1.9581846075331892
P126,98.62340855070096,490.9917392930047,1.6514737347403354
P127,52.92151135787485,106.85703904097088,3.6482664202130803
P128,189.36479243969256,425.2628883655639,9.523139186598963
P129,181.80828167347764,369.61318084768413,8.226480183151217
P130,174.74982940417692,422.46707957897155,9.610384146267476
P131,96.12711881039922,463.90934639950643,8.885017416187603
P132,58.68877497412814,142.80657147779715,8.318326146457368
P133,181.70143988060607,138.5255561005634,6.174044908965181
P134,192.0424167946991,159.5589942961002,7.2477267532417
P135,62.848017810181815,176.77282279664527,9.694499100697954
P136,122.89856949749206,310.5823941600865,6.068517434244372
P137,60.381877770257546,426.08575628531304,7.929704734604502
P138,164.09032478858472,206.92989467065433,7.817259565420052
P139,164.87516439604815,258.7585689992286,9.651148527714529
P140,69.25871967496442,249.22063338547287,5.129635864007115
P141,121.2923567148097,262.4109639495544,5.14648397318061
P142,132.4705390242416,326.00087297918765,6.281438654349815
P143,89.75849434100886,496.0932126558909,1.2461562777886648
P144,180.86495616278862,190.34290105096886,2.0464147129683035
P145,113.47069103013304,373.6166501881542,1.6079883459512823
P146,81.7697308163123,439.1468408126143,6.702956178023697
P147,130.89441331691876,361.49428782366124,9.94778230028928
P148,159.48966036349643,443.2876636084749,7.092216784585899
P149,80.17265950845439,403.8343400707379,3.069371247302387
P150,96.75744369513424,137.40020217084378,3.8415762462603578
P151,199.27240349913419,251.70560889592636,9.599011184110243
P152,147.48170864591802,321.08057581187813,5.648537954843545
P153,115.71501258717561,122.44597565158628,1.0875087254298244
P154,127.6363761553386,103.78006906165224,8.489593404309058
P155,68.15062938023985,168.55343008841905,3.2343184842586976
P156,83.7046005547336,299.9433572451168,1.8370848714588255
P157,100.7128343221183,273.5638607886649,7.063281251036324
P158,138.24630776858498,413.75052431604445,8.38967220543277
P159,84.51720988948655,326.342651180414,1.6842593848032017
P160,83.03260766773391,443.18412534546775,9.382566158520964
P161,60.64896290135488,138.14473418829203,5.288999086803607
P162,144.66544359051483,311.2636742566592,4.18184133594554
P163,84.34126757167316,117.02070304681804,9.04884627583186
P164,185.8130019509192,184.56682235381888,3.4216820422191914
P165,178.945310038062,447.2467562326422,9.524062981571303
P166,60.62860248329802,455.0217228137974,7.147965776713917
P167,85.70069515534928,290.2001150581093,9.18934713089099
P168,150.34666674444208,118.62478829669732,5.490994063273148
P169,82.13552110556579,129.73922397026044,2.796998851848783
P170,69.84677730875376,470.23392403236926,7.618861587185476
P171,190.32713608710066,459.7246603460035,8.854682485674683
P172,135.65646399879267,325.40394561919345,2.861007690898089
P173,120.90065394676913,113.16071206138875,2.82489902909446
P174,167.692913643613,471.5065445018637,3.2472589055226173
P175,171.1245496649965,225.7938772906604,6.567372092636274
P176,78.56148715428165,484.58767595040234,2.4039601162854303
P177,64.5396221343235,334.81444163379535,1.9602036109485206
P178,114.65767736095663,400.901787938746,9.281693165796906
P179,113.53679345298812,385.0845599797439,7.082309123888739
P180,120.05370020550124,259.3184081580488,6.97081670488405
P181,159.3613774189776,130.77499657653834,6.524442777481772
P182,151.00468209399523,164.98010028588234,7.878197913719743
P183,197.62478170489493,196.18887772171473,5.87326559142722
P184,64.76268067279383,433.8602240367008,1.3803681405789798
P185,110.39319231534031,255.66264294694352,5.340628730809455
P186,100.89539080924447,458.6103068010879,6.5860072734859
P187,179.25088045291866,232.69193584873142,5.4310633993379085
P188,87.29845008804284,402.24370580835694,9.868251963920036
P189,78.53133626612173,155.9802376940789,9.072997958739656
P190,117.29203217496979,495.3911831656412,8.81891952062098
P191,113.28224597516063,389.665428037726,5.41724816445892
P192,91.78177170004108,300.31714065509004,9.85955214409799
P193,87.47096718231506,489.7293309743985,9.244061467053015
P194,188.4898398914019,121.47857277895744,3.5223996086486835
P195,116.46961175801854,274.83530113739965,2.9988350477183197
P196,179.20236571427458,435.46986304526996,6.189986677126687
P197,132.54879686747722,236.2370985900424,1.4873335415990572
P198,57.58824942873218,407.60226134617693,8.19342926001983
P199,199.89237026190898,481.9433587658663,5.304880689508391
P200,175.40413776199279,258.6812197235838,5.866911510326443
P201,195.3494385927127,409.421966452529,5.522276909095053
P202,188.95504745121914,111.85026357806605,4.543452305671581
P203,177.30436016214583,209.3308114515189,7.177047818773505
P204,74.9466665905871,497.0343513803189,2.573203259071441
P205,122.84616881760778,296.2413824443173,9.788564757133376
P206,82.06209487987725,242.32447908233917,7.284201112865256
P207,110.15604388241789,476.4571379882902,5.140635310417871
P208,58.79530999582684,272.7391784958179,7.202894941536839
P209,106.8459678465374,371.87794323526356,1.1063798074940403
P210,197.7963265669589,364.2687630059502,2.8967714713130297
P211,89.7804587258228,134.27764705469428,6.229073970815021
P212,167.6105902922854,347.44635610395517,3.9289257992388373
P213,118.25125510087149,419.22206952109866,6.515002867255943
P214,113.45112289852443,385.24341307135427,3.3373069218126825
P215,193.59764612895097,132.81520386925942,5.937070603412698
P216,199.3134034239071,161.68838554620737,3.1342523725679072
P217,133.36524851084272,384.6708619114467,5.242108282646099
P218,157.7612412944489,353.5603527852204,6.51775638824603
P219,73.21952379110962,395.8621155906378,4.29331736009734
P220,94.50617382418463,226.67129147261448,5.488930149491772
P221,195.3064047453738,142.62036708450444,2.894792338995907
P222,136.87704362243844,102.07808894801205,7.3064136413467065
P223,131.32928020614114,223.3069820545192,4.3507866508193445
P224,162.1963340568596,243.96699893875865,8.688934785167376
P225,58.57479093612246,207.90657729575457,3.516665786926157
P226,137.62663916884568,153.00280179767975,2.6190030585429627
P227,125.42755743792704,174.95671341115087,2.180252498488515
P228,177.9079838072428,279.53747080858057,6.183034562871659
P229,73.61490919092249,321.89600024354706,3.057100745497017
P230,194.11683549116756,263.217670033255,1.898827668185078
P231,62.01671978608803,110.50476160531888,3.4295419621228294
P232,77.87374414710848,241.56571493810355,3.1222465559695687
P233,139.25526596750416,137.22570418394966,4.889968765577514
P234,151.28188304061354,339.2175191177091,4.427950440083212
P235,85.28058425013968,229.77213222896506,2.3125936180378273
P236,67.98299209206863,254.09516695839346,9.632331286720023
P237,183.54309711941562,216.7389405185284,2.345932515389346
P238,86.93230216829373,255.1198237513575,8.251015254018311
P239,139.1778730300162,133.879806771409,2.5894654899365155
P240,142.90722654981545,460.45441794257323,5.496380435006656
P241,112.88373730038087,462.0830297253435,9.960055932696415
P242,137.5508433936837,491.2692256055549,8.644509238569944
P243,128.41740732979383,328.7841722998158,5.653062774284505
P244,190.20593866046408,167.8331693569302,7.485042965721675
P245,80.63887991353046,252.29280939549724,8.067996430244905
P246,157.42877011841222,155.5360235837667,3.7003076393810383
P247,85.8028928923769,220.4525061500275,6.0592460686454
P248,109.36787701868818,297.2495768843139,6.110510672847806
P249,150.7535334439957,125.30686011078176,4.585617116769948
P250,94.99956196981432,273.87050770509796,7.214888583645798
P251,97.42657944077811,268.44093590900974,1.5403273995161495
P252,162.77967386216034,293.6925255735714,8.324362622861617
P253,60.8814671739736,130.76854455806287,5.2888548191692335
P254,118.74282839278791,200.67989511556115,6.66875991125939
P255,199.76816612816634,198.63602733880117,5.048693371574126
P256,199.41446717826418,350.01347510755784,4.011908846631065
P257,60.98910816494495,337.5225592156314,4.248658189496094
P258,81.97314684005606,178.2192899521042,6.043150313328381
P259,89.78006221256021,142.7889470323608,9.386601181999913
P260,189.98890669905637,221.8631983005028,3.319433429071773
P261,182.12962605296593,479.52938495782604,1.17851800252384
P262,181.89053637268142,232.88688612465077,2.091137402950334
P263,105.42906331083259,348.0768751498757,8.80631725576723
P264,73.6620248535848,421.630584782953,9.668049048261226
P265,175.06174319597105,231.8166865117041,2.7906229957318587
P266,155.53098876310565,233.8944894987828,6.183050117260138
P267,141.75166485889252,426.19018800120125,6.842178567096175
P268,198.08495954472565,443.80338684033404,2.5708495215651253
P269,148.09644765660988,489.69015060184273,8.022781882893135
P270,51.17346607282369,154.44978863130592,4.195981345518026
P271,172.56562026731925,228.26606215003505,7.058735561326151
P272,94.90681282999668,478.9115688064465,5.387443698739255
P273,149.50830724491158,180.34059548082868,7.628735482859396
P274,190.83950058906558,225.67331247817654,9.006692042243984
P275,70.14366715900516,485.8298492379176,4.429638985715612
P276,67.31430056286533,487.4900886986782,3.578712189002102
P277,66.05539665641265,216.5792606320213,6.685409714351221
P278,132.98354613272238,377.983107068844,2.303635044502607
P279,90.85223184722244,296.4029251568409,2.5081798193248046
P280,140.72447405453357,330.3517126499843,8.269454295613617
P281,157.64182807081968,196.96971871222922,4.036494789990398
P282,80.53959684911794,250.42212092965883,6.681460674932533
P283,145.13569383276194,426.5978061731652,6.144738164864141
P284,89.59758524456142,257.1740518957839,8.640106947449278
P285,123.27977782240649,145.55512944479926,1.6420967035890168
P286,185.80047366189848,325.54020345151434,2.457995400522868
P287,176.91555699422833,336.8908137001542,3.0539614544908593
P288,63.844770156910016,318.25163418032884,3.851904175260051
P289,113.53636588455896,372.68505325203506,3.6222071751497786
P290,91.50203359583776,320.0396627989891,3.407251517835741
P291,50.53185336316734,481.2018445945184,6.801798638396694
P292,165.66788345294407,284.6488891332594,3.441232912162141
P293,145.56700659520695,383.3468205024254,5.004085488831746
P294,89.29328936515222,275.3819817235634,8.765258352823022
P295,161.18463625218962,216.53248319411813,4.268483562253858
P296,132.75206316895867,377.13411172973707,6.282277961734095
P297,114.1530378471019,427.5862272017834,9.689734295402452
P298,51.450454941250996,418.2627343983818,4.725901547863058
P299,61.28657901106506,263.6566360979606,2.6549757919304557
P300,182.46595899502145,299.7212861155841,1.2079098308485683
P301,185.58928573398398,353.33441586146546,7.54995174789164
P302,131.83854338082836,196.80846706831954,6.958202930277757
P303,175.1892529829025,363.46518741292726,9.46393603604196
P304,137.3764349734691,386.0945565197705,7.306272355822158
P305,72.21406783512239,415.6307052880252,1.720582640879924
P306,69.11682789232081,129.5860542329154,2.5021941853568723
P307,96.23875248952005,496.2802457747872,1.9270838265119745
P308,184.8472233113885,291.69387990905045,1.574131596320442
P309,169.41834573320625,260.3220389317495,8.908218788047673
P310,179.10538730013542,302.64505721180365,5.935903694364644
P311,184.83869547897118,468.1568737913183,1.2372842202961691
P312,81.5114807509631,376.68354635924305,4.573112686841525
P313,87.42946088343867,317.45808135499107,7.884967349202362
P314,65.41904325076784,416.2883668197037,1.7492608125161797
P315,167.0174362807164,243.81179720650397,3.3620703783848844
P316,182.62020521765135,458.2006061443596,2.3974692580014567
P317,110.95660847481753,314.7623944098351,6.893494079890148
P318,143.09922652260693,355.27214680433644,8.96924185386759
P319,73.1830007498307,133.9927736203951,3.7843358819499873
P320,189.48215235405115,407.58161916801623,3.2265686738367303
P321,179.6908544329946,363.04065783230624,3.557577520522801
P322,196.43090493964442,242.00352777939585,6.638326161635707
P323,171.61575799105952,358.7999391933617,2.181493995641775
P324,182.21243069949867,117.71867741113984,8.546660010035872
P325,53.71795428472831,493.4432823807931,1.2571416371792161
P326,160.48467076326233,370.9887583456743,6.971942217734241
P327,99.82782019196429,259.8470984900329,8.743319356720534
P328,189.62238290724883,401.0731110918423,3.926811849908309
P329,170.33527084057084,486.2867110855313,5.285392665898362
P330,179.6096042562919,272.18221755607294,9.774833908960852
P331,171.61239748615833,104.21910911383199,5.865257452530549
P332,90.02085643917081,203.49534816146218,3.451729848510827
P333,168.10617637032067,304.2704962100179,5.003604391336695
P334,66.21434396044357,307.5191067397398,9.725880380990915
P335,180.82501743591345,332.2073182096017,7.2786058921634265
P336,178.78898770066724,330.09415930817045,2.5933297598174088
P337,83.36505763184967,278.3114206019627,6.378257789529046
P338,172.48799083953935,256.45366747100115,6.679427703769537
P339,119.04548520184132,408.9368929849728,6.722660227832521
P340,95.77863010079008,335.4359826160589,6.075860380491587
P341,169.30182487292927,300.1863126478938,5.711138239190567
P342,84.13932311116555,237.9869550398073,6.755754238397309
P343,53.54966520521773,109.82506121030772,3.7869519530259694
P344,78.96946824915631,141.81974320242466,4.124514701477178
P345,99.23929267965597,266.390171410285,5.857013099224536
P346,179.65294130454296,484.69114627198815,8.242369896218078
P347,195.03336560725418,146.42773518358987,4.97674275018881
P348,91.86874890828071,476.2704632584772,4.2920498975354
P349,146.22226079114415,156.6700707326193,3.3382633954395193
P350,109.95175765400913,224.75613755901657,3.7321562401578006
P351,197.17245307973903,282.1330540903508,1.0008311175543525
P352,130.43235987180827,182.7469304833258,8.338418102447992
P353,190.88557104870736,293.17039951175536,8.631518395444036
P354,67.30126277771414,290.4650124836654,4.094964255249948
P355,195.56009165333418,275.26637530921084,5.222781597196236
P356,76.78517242586955,378.7053062094664,1.0748539953673597
P357,194.38014736423332,227.56378968708017,9.298795561696476
P358,89.81995437844529,220.10563327277612,9.52261760681312
P359,66.26038208220666,424.07437476747924,5.293603634063114
P360,115.18456378469665,146.03410667951437,1.0821933961869985
P361,159.28175909790565,439.6720032187639,4.8739178194231005
P362,97.05159712924868,359.1879669110855,3.63630351702149
P363,140.9313279959215,370.8557331563536,3.0809385416724266
P364,126.71345895042171,165.74163714028128,1.0649618650519077
P365,107.77931500170908,493.56018823531116,4.362794888743302
P366,136.48820652448993,197.56517862079707,4.705622821595211
P367,88.20837592078729,169.7812931296536,6.044989227756539
P368,156.3177925751256,164.05428448614373,4.5527687165816495
P369,50.25369173279442,323.9395809959452,2.469425457972599
P370,188.83627482486241,483.3850486935799,7.634060686930397
P371,130.7677995639188,192.74221896456413,4.507509428678763
P372,157.91449987172683,262.0189745121012,4.405222542474656
P373,161.29251167592147,173.78071006055745,3.3668224790162413
P374,150.59427566494992,356.19155066403124,4.800154444783233
P375,104.63322076718963,272.85378097171304,3.1560563344470447
P376,60.49607166894653,111.67690973695623,7.880844646689531
P377,149.63565273669084,345.6427749487679,9.189589630953565
P378,99.53000540638946,178.92977431289853,8.26817446384818
P379,97.08734675875395,336.8812633441473,7.161762613406673
P380,177.2022919259503,255.53431214228283,3.5620916920610766
P381,157.96313945209252,381.8942463838938,7.6863420291803655
P382,95.04834023168962,182.31379174692876,8.279277841891334
P383,96.39269933129799,400.93019814419665,4.7161348886192265
P384,111.25893629288252,423.4919154525043,8.681338210524437
P385,110.3600580586587,125.02550058766575,2.6416646110237854
P386,94.34828037889204,140.70081949085696,3.606357693621569
P387,69.09316985887298,448.79173200395405,6.732034385935121
P388,113.06695006593625,174.78393425283735,6.559564725122638
P389,191.05455060952744,230.39396463952738,3.4492071740646164
P390,151.59769179090995,283.0201688824742,6.604784022479982
P391,185.4208318598874,204.94135818094435,2.690104982896101
P392,142.32723739270708,445.05461898292293,1.1745585752229672
P393,95.14248118483479,311.0860078511131,1.4466886500078875
P394,132.19058197035474,355.64343426646025,5.814736777537896
P395,50.06089095459313,338.7883317131974,2.673438383273731
P396,93.03705753033907,344.52336845560075,1.9204613979088576
P397,114.48322249847519,334.8018858260872,3.42275619600231
P398,136.9977171793523,239.16985497470176,7.436763479901475
P399,148.20584355546075,438.20712106782366,7.543963634027815
P400,119.74822853705213,346.94507173457,3.0952944816035988
P401,116.32396989572112,425.4953017043735,2.3561532432773973
P402,82.05521014836503,382.395344378392,5.442215978761708
P403,120.97792788639894,218.97793387974076,4.077215684817636
P404,185.17712387423813,345.7938062851678,3.8041901668274996
P405,169.40371401901703,133.90078744921112,8.195161167424631
P406,75.45370942970821,153.57910786028427,9.981671015490395
P407,62.719330508768266,147.14466106466267,5.173160204830864
P408,127.31780148728247,222.15200101419956,8.122822428387657
P409,144.94112836486937,173.2178073325934,3.972237823322473
P410,100.27823831147013,377.37461668657824,8.591916693412706
P411,172.76351968049966,304.3299477948643,9.564796375593472
P412,162.67072063110982,267.29564248450345,1.5043450996170353
P413,150.91935058357507,155.14691941382299,7.980876196412711
P414,83.69609989959324,253.4839851350748,1.6424622527415116
P415,79.8694899089865,174.30147971710625,5.231320989388477
P416,53.66380815902395,354.2006568234541,2.729730636338075
P417,86.72638161175252,377.3731706117421,8.573853591462337
P418,121.27045163282077,358.10403803198017,8.355256515996132
P419,177.4606541937098,499.9598210252368,8.454268426548982
P420,60.924234377685366,321.96503033299894,2.097654005671937
P421,112.1661516496579,295.85681047688354,7.9133110376607085
P422,144.46480711065706,156.11861403911882,3.2406612445651066
P423,79.1652855109564,225.8320058643377,7.941027997246011
P424,154.45313757357576,280.40038829866046,4.986648479286281
P425,124.15657535156554,121.44450505233473,7.638571112981578
P426,86.59766593676582,243.61566886854752,1.3015926241324758
P427,148.40870166676763,103.83337582531249,5.147511717810518
P428,50.83172272070476,154.61388586499837,7.938963710111698
P429,162.64467149277093,426.08637626154473,5.690252080515555
P430,165.50692828610374,485.5316357659759,9.839042662650527
P431,65.98809448453085,302.1752078922682,5.255429904923637
P432,113.77192909141012,297.9879391465614,7.1329808805206785
P433,76.38300225597975,373.8786682239946,3.8089842902566278
P434,193.69490634193096,266.2521741096448,3.9075686963461553
P435,127.69366256656112,435.9567208404891,6.6624782871762935
P436,57.532757771096136,295.47980477587424,1.3796732403525795
P437,87.37974194899576,133.06825031458675,9.436788312690105
P438,177.25045210274897,112.34428225720193,5.688336276257586
P439,118.46927382052588,404.4226474181697,3.2798146630158
P440,170.21249025833967,216.83596382348264,6.746680108378214
P441,150.136659887953,209.94116730941357,2.7885126862215985
P442,198.18386795996722,315.0434472819278,8.987676184391884
P443,139.31784777041295,167.28359097462948,8.772918991746403
P444,192.5059412664734,282.9285549093796,2.9600942414959257
P445,183.71388887156556,397.0073007719148,2.0163561338461378
P446,141.89784841426444,406.3678219774763,6.696180693115703
P447,157.89109419139507,319.8904738152205,3.920621388670871
P448,125.71672472366029,145.28439811680926,2.5062432076745744
P449,174.58537545821224,145.68266054358753,3.48490039454603
P450,132.18079259162425,410.0452111455982,2.076846328096648
P451,184.58121548498931,429.3131231990266,8.102294021753996
P452,161.54831632393774,246.74470884216836,1.0803687030040794
P453,121.201165523458,429.04437111850456,1.3779403211898587
P454,88.8787322697529,116.64420890809333,8.051277162259538
P455,87.08596062644892,387.59209645201736,5.27743610885485
P456,145.64921551642345,318.5413098887858,6.365910555384513
P457,164.8720526445748,495.9102911506733,4.342587969729103
P458,128.19497192419732,140.96657555099932,1.80531912474707
P459,144.0122655472672,432.0282866170159,2.4192861057763757
P460,91.18961703763074,400.5381978974689,1.8226139707379168
P461,61.62250307971037,219.08357404115748,6.56780372594147
P462,92.85922262947287,499.7250677115631,9.377639060667644
P463,90.75726606232769,279.89293713216546,9.97275792685182
P464,97.95643526281435,239.43079072892553,6.626190971884661
P465,131.02283337776845,426.6914340465754,1.5379761844848026
P466,70.75610922742337,275.62796135333315,6.801174069831266
P467,84.68922195922801,497.58307372744684,7.3119532602070265
P468,154.09247184485784,410.25265995230944,8.123196199286914
P469,155.96287125418283,194.77842214667248,2.1324471189870375
P470,59.63432760708171,424.28108673576406,3.094071677704572
P471,111.139905449988,335.16955879072424,9.835081398674502
P472,131.39167107558728,240.25233644559586,8.09705643208186
P473,112.36613511547338,384.3015837975198,7.810277708812501
P474,81.02515842716153,353.1082523708554,8.249728389279273
P475,113.02152766601384,166.39264707610369,4.948470082869376
P476,185.72577175102654,155.69398637071043,2.736687691451426
P477,137.61191213063375,182.64786247470934,7.20324982255638
P478,154.32844797469522,182.7770883007064,4.223507475253882
P479,178.50980484559014,123.74313345573644,2.2125895638485704
P480,164.83918641771044,240.32619158113238,9.087967398430383
P481,107.05715433915674,212.4340075160792,5.367719198462618
P482,50.88441253759896,315.50741841905517,4.937500037485533
P483,102.76382040077371,229.46144634187266,3.6524313679680724
P484,163.02126875890787,381.6215047020754,7.273339974960893
P485,178.01719258536568,215.73329738597744,2.707982525976863
P486,193.01455077051594,206.93722651123204,2.6796405605419342
P487,112.85319239447327,443.20673797850304,4.128982111164389
P488,162.1273503467076,494.1953209047177,7.591621691104415
P489,131.91984646007586,371.719726369324,3.4779201657247283
P490,140.4878883411862,138.0900655257371,8.482146340520078
P491,83.08080414857284,485.1087979975168,9.230266017802414
P492,82.91324519321543,414.2764193165189,5.990682791494509
P493,115.37539640699549,467.50748473193016,1.6198892502504347
P494,54.353722992007285,496.99449025786976,2.3952293026779428
P495,100.41943155475737,446.8190361735114,3.661053950896613
P496,151.87128275425246,150.7552674455241,3.370143420058888
P497,110.64750037064556,446.43151799646273,4.304014363040855
P498,74.75670968052633,199.87089677525591,1.0064784585182451
P499,120.10852238484652,384.55793953566763,6.742234561991837
P500,69.14416959217411,431.39272107945305,4.411392126999196
P501,143.3385441461097,404.58943499194277,2.6698086108743495
P502,54.04496778577065,370.4938214799784,1.1684787092924966
P503,109.10303845095571,295.78349036625514,8.711463595007931
P504,134.65879745371612,330.97021172166455,7.984149110181449
P505,54.065306951046864,207.4868608349944,3.14907902394419
P506,146.41244720140037,265.69003574601504,7.4890320641553085
P507,70.35492308458464,280.7966890201458,6.924604756418379
P508,119.25476660772676,353.45110534011906,5.850608694340643
P509,57.54269502329413,452.05003252292937,4.487417561626621
P510,106.86557962822093,137.23791361704696,5.716627919294071
